Id,Name,Description,Created_at,Closed_at,Owner,License,has_wiki,forks_count,Issues count,Stars count,Watchers count,Repo URL,Commits URL,Branches URL,Contributors URL,Releases URL,Languages
24195339,angular,Deliver web apps with confidence 🚀,2014-09-18T16:12:01Z,2023-11-22T05:54:43Z,angular,MIT License,False,24698,1738,92093,92093,https://api.github.com/repos/angular/angular,https://api.github.com/repos/angular/angular/commits,https://api.github.com/repos/angular/angular/branches?,https://api.github.com/repos/angular/angular/contributors,https://api.github.com/repos/angular/angular/releases{/id},https://api.github.com/repos/angular/angular/languages
